5.7657e-08,1.57657e-07,1.54323666666667e-07,2.05157e-07,2.35157e-07,2.80514142857143e-07,3.17907e-07,3.14657e-07,2.88282e-07,2.52804058823529e-07,1.89799857142857e-07,1.19879222222222e-07,1.12215823529412e-07,7.6407e-08,5.06115454545455e-08,4.18236666666666e-08,3.77462857142857e-08,1.36391428571428e-08,8.01414285714278e-09,-1.26016206896552e-08,4.24857142857125e-10,-2.22041111111111e-08,-3.51287142857143e-08,-5.13707777777778e-08,-4.69957777777778e-08,-5.11525238095238e-08,-5.33795853658537e-08,-5.72805e-08,-4.6093e-08,-3.87383488372093e-08,-4.1243e-08,-4.218675e-08,-4.7874914893617e-08,-3.72949230769231e-08,-3.18965714285715e-08,-3.16733571428572e-08,-4.47991403508772e-08,-4.82358571428572e-08,-5.45607419354839e-08,-4.95040169491525e-08,-4.29490606060607e-08,-3.85526774193549e-08,-3.32899696969697e-08,-2.92995217391304e-08,-1.8593e-08,-4.6346666666667e-09,1.28019275362318e-08,2.90056842105263e-08,2.72951578947368e-08,2.24556577181208e-08,3.3305854961832e-08
2.37168e-07,2.07168e-07,2.25501333333333e-07,2.59668e-07,2.374805e-07,2.81096571428571e-07,2.64668e-07,2.67918e-07,2.54043e-07,2.31432705882353e-07,1.99489428571429e-07,1.50779111111111e-07,1.27756235294118e-07,9.87589090909091e-08,6.44407272727272e-08,5.09775238095238e-08,3.08287142857143e-08,-4.61771428571426e-09,-1.47962857142857e-08,-2.85216551724138e-08,-2.2832e-08,-3.12347777777778e-08,-4.21891428571429e-08,-4.74847777777778e-08,-4.76236666666667e-08,-4.28915238095238e-08,-4.83807804878049e-08,-4.9957e-08,-5.08754782608696e-08,-4.49831627906977e-08,-5.1532e-08,-4.98111666666667e-08,-5.90022127659574e-08,-5.86493076923077e-08,-5.43498571428572e-08,-5.05552142857143e-08,-5.68670877192982e-08,-5.2207e-08,-5.35174838709678e-08,-4.13489491525424e-08,-3.00289696969697e-08,-2.89610322580645e-08,-2.93471515151515e-08,-3.36291014492753e-08,-3.10138181818182e-08,-1.39083888888889e-08,6.82492753623177e-10,2.17403684210527e-08,2.83522105263158e-08,3.29398120805369e-08,3.01450992366412e-08
1.27272e-07,1.53522e-07,1.80605333333333e-07,2.05397e-07,2.025845e-07,2.22629142857143e-07,2.23772e-07,1.95272e-07,1.65605333333333e-07,1.25360235294118e-07,1.13343428571429e-07,7.83831111111111e-08,6.91837647058824e-08,5.65901818181818e-08,4.40901818181818e-08,1.25100952380952e-08,1.69148571428572e-08,-4.95857142857127e-10,4.68271428571428e-09,-1.3331448275862e-08,1.04862857142857e-08,-5.43633333333334e-09,-2.0228e-08,-3.18946666666667e-08,-2.96724444444444e-08,-3.86208571428571e-08,-3.52889756097561e-08,-3.4228e-08,-3.74562608695652e-08,-2.76698604651163e-08,-3.0778e-08,-3.413425e-08,-4.04407659574468e-08,-4.12376153846154e-08,-3.36655e-08,-3.61655e-08,-4.24209824561403e-08,-4.12101428571429e-08,-3.61957419354839e-08,-2.37873220338983e-08,-2.38264848484848e-08,-1.5228e-08,-1.67810303030303e-08,-2.13511884057971e-08,-2.07961818181818e-08,-1.29363333333333e-08,-2.14828985507244e-09,1.20088421052632e-08,1.83904210526316e-08,2.00907919463087e-08,2.85697099236642e-08
3.89888e-07,2.73638e-07,2.34888e-07,2.25513e-07,1.989505e-07,2.63459428571428e-07,2.86638e-07,2.79888e-07,2.77596333333333e-07,2.24005647058824e-07,1.67030857142857e-07,1.22388e-07,8.07703529411765e-08,6.06834545454546e-08,3.77289090909091e-08,3.10784761904762e-08,2.56915714285715e-08,1.1138e-08,9.70942857142858e-09,-1.43361379310345e-08,-5.91557142857142e-09,-1.84453333333333e-08,-2.98977142857143e-08,-3.68481111111111e-08,-4.60147777777778e-08,-3.82667619047619e-08,-3.84046829268292e-08,-4.17995e-08,-3.82641739130434e-08,-3.59840930232558e-08,-3.8362e-08,-4.17265833333333e-08,-5.27183829787234e-08,-5.37658461538461e-08,-5.77459285714286e-08,-5.93530714285714e-08,-6.3971649122807e-08,-6.02012857142857e-08,-5.82168387096774e-08,-4.27391186440678e-08,-3.20059393939393e-08,-2.0112e-08,-2.07559393939394e-08,-1.92786666666667e-08,-1.84453333333333e-08,-3.54950000000001e-09,1.46343768115942e-08,2.71248421052631e-08,2.50524736842105e-08,3.44517583892618e-08,4.77887633587786e-08
2.4477e-08,5.3227e-08,1.04477e-07,1.55727e-07,2.022895e-07,2.34834142857143e-07,2.12727e-07,2.22227e-07,1.88227e-07,1.70800529411765e-07,1.48762714285714e-07,1.04893666666667e-07,7.85946470588236e-08,6.51588181818182e-08,5.84542727272727e-08,5.57865238095238e-08,4.8227e-08,2.70662857142857e-08,1.6352e-08,-8.67827586206872e-10,5.72700000000001e-09,-1.70355555555554e-09,-2.33801428571428e-08,-3.73285555555555e-08,-4.44118888888889e-08,-5.01063333333333e-08,-5.50961707317073e-08,-5.7273e-08,-4.78599565217391e-08,-3.83718372093023e-08,-3.3573e-08,-3.07313333333333e-08,-3.56293829787234e-08,-3.57153076923077e-08,-2.27105e-08,-2.98533571428571e-08,-3.27598421052631e-08,-4.04783571428571e-08,-4.04423548387097e-08,-3.1116220338983e-08,-2.58639090909091e-08,-2.08052580645161e-08,-2.29851212121212e-08,-2.38563333333333e-08,-2.44623939393939e-08,-1.39952222222222e-08,-5.6316956521739e-09,7.89805263157896e-09,4.08226315789475e-09,4.34277181208057e-09,1.72250916030535e-08
2.45376e-07,2.37876e-07,2.45376e-07,2.81001e-07,2.856885e-07,3.03233142857143e-07,3.16626e-07,3.13876e-07,3.11209333333333e-07,2.27434823529412e-07,1.82340285714286e-07,1.42876e-07,1.15376e-07,6.62850909090909e-08,5.10578181818181e-08,2.77569523809524e-08,3.37688571428572e-08,1.15367142857143e-08,1.97428571428599e-10,-2.2124e-08,-2.55168571428571e-08,-2.62906666666667e-08,-4.84097142857143e-08,-4.64295555555555e-08,-5.35128888888889e-08,-5.14692380952381e-08,-4.47459512195122e-08,-4.9624e-08,-4.81566086956522e-08,-4.93914418604651e-08,-5.0524e-08,-5.10823333333333e-08,-5.44644255319149e-08,-5.0874e-08,-4.56954285714285e-08,-4.39097142857143e-08,-5.21678596491228e-08,-5.04722142857143e-08,-5.49869032258064e-08,-4.47087457627119e-08,-3.97376363636364e-08,-3.25675483870967e-08,-3.38664242424242e-08,-4.15805217391304e-08,-3.53815757575757e-08,-1.95892777777778e-08,1.68034782608695e-09,2.09681052631579e-08,2.29088947368421e-08,2.67182818791946e-08,4.01469923664122e-08
1.16692e-07,9.0442e-08,1.45858666666667e-07,1.59192e-07,1.89192e-07,2.15620571428571e-07,2.51442e-07,2.63942e-07,2.53358666666667e-07,1.91839058823529e-07,1.65263428571428e-07,1.08914222222222e-07,9.05155294117647e-08,7.32829090909091e-08,4.51010909090909e-08,2.19300952380953e-08,1.37455714285714e-08,-9.73657142857144e-09,-1.41115714285714e-08,-3.28769655172414e-08,-1.49151428571429e-08,-2.35163333333333e-08,-3.27365714285714e-08,-4.6433e-08,-4.91413333333333e-08,-5.50341904761905e-08,-5.51372682926829e-08,-5.8058e-08,-5.44493043478261e-08,-5.09242790697674e-08,-4.6058e-08,-4.62246666666667e-08,-4.56484255319149e-08,-4.00868461538462e-08,-3.23705e-08,-2.88437142857143e-08,-2.76501052631579e-08,-3.04062142857143e-08,-3.47596129032258e-08,-3.27995254237288e-08,-2.89519393939394e-08,-1.6816064516129e-08,-1.50883030303031e-08,-1.30181449275363e-08,-7.02012121212123e-09,4.41999999999998e-10,2.06775072463768e-08,3.12972631578947e-08,2.86985789473684e-08,2.38732080536913e-08,3.19591755725191e-08
9.94720000000001e-08,1.18222e-07,1.19472e-07,1.52597e-07,1.56347e-07,2.04829142857143e-07,2.25222e-07,2.62222e-07,2.09472e-07,1.59619058823529e-07,1.39650571428571e-07,1.06555333333333e-07,9.2707294117647e-08,5.5722e-08,4.26538181818182e-08,2.8519619047619e-08,2.18827142857143e-08,1.79541428571429e-08,5.27557142857141e-09,-1.5528e-08,3.57914285714286e-09,-7.88911111111111e-09,-3.05994285714286e-08,-3.73335555555556e-08,-4.15002222222222e-08,-3.61827619047619e-08,-3.88206829268292e-08,-4.9903e-08,-3.75388695652174e-08,-4.17489302325582e-08,-4.3978e-08,-3.07363333333333e-08,-2.86662978723404e-08,-2.68741538461538e-08,-2.11083571428572e-08,-2.58851428571429e-08,-3.75016842105263e-08,-3.3028e-08,-2.85118709677419e-08,-2.60788474576271e-08,-2.22325454545455e-08,-2.23021935483871e-08,-2.74976969696969e-08,-2.70497391304348e-08,-2.09446666666667e-08,-1.71946666666666e-08,1.5009855072464e-09,1.22351578947369e-08,1.05575263157895e-08,1.23243489932886e-08,2.04261984732824e-08
-2.49999999999999e-08,2.375e-08,3.75e-08,9.8125e-08,8.46875e-08,1.32857142857143e-07,1.79e-07,1.83e-07,1.875e-07,1.55441176470588e-07,1.4e-07,1.19305555555556e-07,1.19117647058824e-07,7.5909090909091e-08,6.25e-08,4.96428571428571e-08,4.16964285714286e-08,3.25892857142857e-08,2.96428571428572e-08,2.75862068965516e-09,1e-08,5.13888888888892e-09,-1.87142857142857e-08,-3.47916666666667e-08,-3.0625e-08,-4.46428571428571e-08,-3.8170731707317e-08,-4.58125e-08,-3.71739130434782e-08,-2.95930232558139e-08,-2.35e-08,-3.21875e-08,-4.37234042553191e-08,-3.70673076923077e-08,-3.77232142857143e-08,-3.85267857142857e-08,-4.21929824561403e-08,-3.37946428571428e-08,-2.82258064516129e-08,-1.44915254237288e-08,-1.20833333333333e-08,-7.17741935483872e-09,-6.62878787878786e-09,-1.13405797101449e-08,-1.56060606060606e-08,-1.7708333333333e-09,1.15942028985507e-08,2.10197368421053e-08,2e-08,1.79530201342282e-08,2.24809160305344e-08
1.47105e-07,2.32105e-07,2.01271666666667e-07,2.4148e-07,2.32105e-07,2.39962142857143e-07,2.69605e-07,2.17355e-07,2.27105e-07,1.95340294117647e-07,1.63355e-07,1.05021666666667e-07,7.34285294117647e-08,4.40368181818182e-08,3.80140909090909e-08,2.77002380952381e-08,2.09442857142857e-08,3.19285714285751e-10,-1.28057142857143e-08,-3.55674137931034e-08,-3.11092857142857e-08,-3.01172222222222e-08,-4.15378571428571e-08,-4.6645e-08,-4.92838888888889e-08,-5.75973809523809e-08,-4.92364634146341e-08,-5.63325e-08,-5.02319565217391e-08,-4.20229069767442e-08,-3.9045e-08,-3.71658333333333e-08,-4.77886170212766e-08,-4.06353846153846e-08,-3.78503571428571e-08,-2.62878571428571e-08,-2.71932456140351e-08,-2.81182142857143e-08,-3.19675806451612e-08,-3.05644915254237e-08,-2.70616666666667e-08,-1.93062903225806e-08,-2.19859090909091e-08,-2.45978985507246e-08,-2.65313636363636e-08,-1.227e-08,1.84710144927554e-10,7.86157894736842e-09,8.65105263157894e-09,5.96406040268459e-09,1.59599618320611e-08
